출시일,요약모델,펫네임,키워드,Content
16년 05월,SM-T713,갤럭시 탭 S2 8.0 Wi-Fi,"탭S28.0,탭S28.0,갤럭시탭S28.0,tabs28.0,Galaxy,갤럭시,","출시일 : 16년 05월, 요약모델 : SM-T713, 펫네임 : 갤럭시 탭 S2 8.0 Wi-Fi, 키워드 : 탭S28.0,탭S28.0,갤럭시탭S28.0,tabs28.0,Galaxy,갤럭시,"
16년 05월,SM-T813,갤럭시 탭 S2 9.7 Wi-Fi,"탭S29.7,탭S29.7,갤럭시탭S29.7,TABS2,tabs29.7,Galaxy,갤럭시,","출시일 : 16년 05월, 요약모델 : SM-T813, 펫네임 : 갤럭시 탭 S2 9.7 Wi-Fi, 키워드 : 탭S29.7,탭S29.7,갤럭시탭S29.7,TABS2,tabs29.7,Galaxy,갤럭시,"
16년 04월,SM-J320,갤럭시 J3 2016,"SMJ320,J32016,GalaxyJ3,갤럭시J3,겔럭시J3,J320,Galaxy,갤럭시,","출시일 : 16년 04월, 요약모델 : SM-J320, 펫네임 : 갤럭시 J3 2016, 키워드 : SMJ320,J32016,GalaxyJ3,갤럭시J3,겔럭시J3,J320,Galaxy,갤럭시,"
16년 04월,SM-J510,갤럭시 J5 2016,"J510,SMJ510,J52016,갤럭시J5,GalaxyJ5,GalaxyJ5,Galaxy,갤럭시,","출시일 : 16년 04월, 요약모델 : SM-J510, 펫네임 : 갤럭시 J5 2016, 키워드 : J510,SMJ510,J52016,갤럭시J5,GalaxyJ5,GalaxyJ5,Galaxy,갤럭시,"
16년 04월,SM-J710,갤럭시 J7 2016,"J7102016,SMJ710,J72016,갤럭시J7,GalaxyJ7,GalaxyJ72016,Galaxy,갤럭시,","출시일 : 16년 04월, 요약모델 : SM-J710, 펫네임 : 갤럭시 J7 2016, 키워드 : J7102016,SMJ710,J72016,갤럭시J7,GalaxyJ7,GalaxyJ72016,Galaxy,갤럭시,"
16년 04월,SM-T280,갤럭시 탭 A 2016 7.0,"탭A20167.0,TABA2016,TABA20167.0,taba2016,태블릿a2016,a20167.0,A20167.0,탭에이2016,탭A20167.0,A20167.0,SM-T280,Galaxy,갤럭시,","출시일 : 16년 04월, 요약모델 : SM-T280, 펫네임 : 갤럭시 탭 A 2016 7.0, 키워드 : 탭A20167.0,TABA2016,TABA20167.0,taba2016,태블릿a2016,a20167.0,A20167.0,탭에이2016,탭A20167.0,A20167.0,SM-T280,Galaxy,갤럭시,"
16년 03월,SM-A310,갤럭시 A3 2016,"A310,SMA310,A32016,갤럭시A3,GalaxyA3,GalaxyJ6,Galaxy,갤럭시,","출시일 : 16년 03월, 요약모델 : SM-A310, 펫네임 : 갤럭시 A3 2016, 키워드 : A310,SMA310,A32016,갤럭시A3,GalaxyA3,GalaxyJ6,Galaxy,갤럭시,"
16년 03월,SM-G930,갤럭시 S7,"SM-G930,갤럭시s7,GALAXYs7,갤s7,에스7,galaxys7,갤G930,G930,겔록시s7,갤락시s7,갤에스7,Galaxy,갤럭시,","출시일 : 16년 03월, 요약모델 : SM-G930, 펫네임 : 갤럭시 S7, 키워드 : SM-G930,갤럭시s7,GALAXYs7,갤s7,에스7,galaxys7,갤G930,G930,겔록시s7,갤락시s7,갤에스7,Galaxy,갤럭시,"
16년 03월,SM-G935,갤럭시 S7 엣지,"SM-G935,갤럭시s7엣지,GALAXYs7엣지,갤s7,에스7,galaxys7,갤G935,G935,겔록시s7,갤락시s7,갤에스7엣지,Galaxy,갤럭시,","출시일 : 16년 03월, 요약모델 : SM-G935, 펫네임 : 갤럭시 S7 엣지, 키워드 : SM-G935,갤럭시s7엣지,GALAXYs7엣지,갤s7,에스7,galaxys7,갤G935,G935,겔록시s7,갤락시s7,갤에스7엣지,Galaxy,갤럭시,"
16년 02월,SM-T375,갤럭시 탭 E,"갤럭시탭E,갤탭E,갤탭E,갤럭시태블릿E,갤럭시탭E,SM-T375,갤럭시탭E,T375,갤탭E,Galaxy,갤럭시,","출시일 : 16년 02월, 요약모델 : SM-T375, 펫네임 : 갤럭시 탭 E, 키워드 : 갤럭시탭E,갤탭E,갤탭E,갤럭시태블릿E,갤럭시탭E,SM-T375,갤럭시탭E,T375,갤탭E,Galaxy,갤럭시,"
16년 02월,SM-T670,갤럭시 뷰,"태블릿뷰,갤럭시뷰,갤럭시탭뷰,Galaxy,갤럭시,","출시일 : 16년 02월, 요약모델 : SM-T670, 펫네임 : 갤럭시 뷰, 키워드 : 태블릿뷰,갤럭시뷰,갤럭시탭뷰,Galaxy,갤럭시,"
16년 01월,SM-A510,갤럭시 A5 2016,"a510,SMa510,a52016,갤럭시a5,Galaxya5,GalaxyA5,Galaxy,갤럭시,","출시일 : 16년 01월, 요약모델 : SM-A510, 펫네임 : 갤럭시 A5 2016, 키워드 : a510,SMa510,a52016,갤럭시a5,Galaxya5,GalaxyA5,Galaxy,갤럭시,"
16년 01월,SM-A710,갤럭시 A7 2016,"A7102016,SMA710,A72016,갤럭시A7,GalaxyA7,GalaxyA72016,Galaxy,갤럭시,","출시일 : 16년 01월, 요약모델 : SM-A710, 펫네임 : 갤럭시 A7 2016, 키워드 : A7102016,SMA710,A72016,갤럭시A7,GalaxyA7,GalaxyA72016,Galaxy,갤럭시,"
16년 01월,SM-T677,갤럭시 뷰 LTE,"태블릿뷰LTE,갤럭시뷰lte,갤럭시탭뷰lte,Galaxy,갤럭시,","출시일 : 16년 01월, 요약모델 : SM-T677, 펫네임 : 갤럭시 뷰 LTE, 키워드 : 태블릿뷰LTE,갤럭시뷰lte,갤럭시탭뷰lte,Galaxy,갤럭시,"
15년 12월,SM-R735,기어 S2 밴드 클래식,"기어s2밴드클래식,기어s2밴드classic,s2밴드classic,s2밴드classic,S2밴드클래식,Galaxy,갤럭시,","출시일 : 15년 12월, 요약모델 : SM-R735, 펫네임 : 기어 S2 밴드 클래식, 키워드 : 기어s2밴드클래식,기어s2밴드classic,s2밴드classic,s2밴드classic,S2밴드클래식,Galaxy,갤럭시,"
15년 11월,SM-J700,갤럭시 J7,"J700,SMJ700,J7,갤럭시J7,GalaxyJ7,GalaxyJ7,Galaxy,갤럭시,","출시일 : 15년 11월, 요약모델 : SM-J700, 펫네임 : 갤럭시 J7, 키워드 : J700,SMJ700,J7,갤럭시J7,GalaxyJ7,GalaxyJ7,Galaxy,갤럭시,"
15년 10월,SM-R730,기어 S2 밴드,"기어s2밴드,기어s2밴드classic,s2밴드classic,s2밴드classic,S2밴드,Galaxy,갤럭시,","출시일 : 15년 10월, 요약모델 : SM-R730, 펫네임 : 기어 S2 밴드, 키워드 : 기어s2밴드,기어s2밴드classic,s2밴드classic,s2밴드classic,S2밴드,Galaxy,갤럭시,"
15년 09월,SM-R720,기어 S2,"기어s2,갤럭시기어s2,기어s2,갤럭시기어s2,기어s2,Galaxy,갤럭시,","출시일 : 15년 09월, 요약모델 : SM-R720, 펫네임 : 기어 S2, 키워드 : 기어s2,갤럭시기어s2,기어s2,갤럭시기어s2,기어s2,Galaxy,갤럭시,"
15년 09월,SM-R732,기어 S2 클래식,"기어s2클래식,갤럭시기어s2,기어s2,갤럭시기어s2classic,기어s2classic,Galaxy,갤럭시,","출시일 : 15년 09월, 요약모델 : SM-R732, 펫네임 : 기어 S2 클래식, 키워드 : 기어s2클래식,갤럭시기어s2,기어s2,갤럭시기어s2classic,기어s2classic,Galaxy,갤럭시,"
15년 08월,SM-G928,갤럭시 S6 엣지+,"SM-G928,갤럭시s6엣지+,GALAXYs6엣지플러스,갤s6플라스,에스6엣지+,galaxys6엣지플라스,갤G928,G928,겔록시s6,갤락시s6,갤에스6엣지+,Galaxy,갤럭시,","출시일 : 15년 08월, 요약모델 : SM-G928, 펫네임 : 갤럭시 S6 엣지+, 키워드 : SM-G928,갤럭시s6엣지+,GALAXYs6엣지플러스,갤s6플라스,에스6엣지+,galaxys6엣지플라스,갤G928,G928,겔록시s6,갤락시s6,갤에스6엣지+,Galaxy,갤럭시,"
15년 08월,SM-N920,갤럭시 노트5,"노트5,갤럭시노트5,note5,갤노트5,GalaxyNote5,Galaxy,갤럭시,","출시일 : 15년 08월, 요약모델 : SM-N920, 펫네임 : 갤럭시 노트5, 키워드 : 노트5,갤럭시노트5,note5,갤노트5,GalaxyNote5,Galaxy,갤럭시,"
15년 08월,SM-T715,갤럭시 탭 S2 8.0 LTE,"탭S28.0LTE,탭S28.0,갤럭시탭S28.0,TABS2,tabs28.0LTE,Galaxy,갤럭시,","출시일 : 15년 08월, 요약모델 : SM-T715, 펫네임 : 갤럭시 탭 S2 8.0 LTE, 키워드 : 탭S28.0LTE,탭S28.0,갤럭시탭S28.0,TABS2,tabs28.0LTE,Galaxy,갤럭시,"
15년 08월,SM-T815,갤럭시 탭 S2 9.7 LTE,"탭S29.7,탭S29.7,갤럭시탭S29.7,TABS2,tabs29.7,Galaxy,갤럭시,","출시일 : 15년 08월, 요약모델 : SM-T815, 펫네임 : 갤럭시 탭 S2 9.7 LTE, 키워드 : 탭S29.7,탭S29.7,갤럭시탭S29.7,TABS2,tabs29.7,Galaxy,갤럭시,"
15년 07월,SM-A800,갤럭시 A8,"갤a8,갤럭시A8,sm-a800,갤럭시A8,갤럭시A8,Galaxy,갤럭시,","출시일 : 15년 07월, 요약모델 : SM-A800, 펫네임 : 갤럭시 A8, 키워드 : 갤a8,갤럭시A8,sm-a800,갤럭시A8,갤럭시A8,Galaxy,갤럭시,"
15년 07월,SM-G150,갤럭시 폴더,"갤럭시폴더폰,삼성폴더,갤럭시폴더,GalaxyFolder,Galaxy,갤럭시,","출시일 : 15년 07월, 요약모델 : SM-G150, 펫네임 : 갤럭시 폴더, 키워드 : 갤럭시폴더폰,삼성폴더,갤럭시폴더,GalaxyFolder,Galaxy,갤럭시,"
15년 07월,SM-G155,갤럭시 폴더,"갤럭시폴더폰,삼성폴더,갤럭시폴더,GalaxyFolder,Galaxy,갤럭시,","출시일 : 15년 07월, 요약모델 : SM-G155, 펫네임 : 갤럭시 폴더, 키워드 : 갤럭시폴더폰,삼성폴더,갤럭시폴더,GalaxyFolder,Galaxy,갤럭시,"
15년 07월,SM-J500,갤럭시 J5,"J500,SMJ500,J5,갤럭시J5,GalaxyJ5,GalaxyJ5,Galaxy,갤럭시,","출시일 : 15년 07월, 요약모델 : SM-J500, 펫네임 : 갤럭시 J5, 키워드 : J500,SMJ500,J5,갤럭시J5,GalaxyJ5,GalaxyJ5,Galaxy,갤럭시,"
15년 05월,SM-P555,갤럭시 탭 A With S Pen LTE,"갤럭시탭altespen,탭apen,탭a에스펜,탭AS펜,탭AS펜LTE,갤럭시탭AWithSPenLTE,SM-P555,탭P555,Galaxy,갤럭시,","출시일 : 15년 05월, 요약모델 : SM-P555, 펫네임 : 갤럭시 탭 A With S Pen LTE, 키워드 : 갤럭시탭altespen,탭apen,탭a에스펜,탭AS펜,탭AS펜LTE,갤럭시탭AWithSPenLTE,SM-P555,탭P555,Galaxy,갤럭시,"
15년 04월,SM-G920,갤럭시 S6,"SM-G920,갤럭시s6,GALAXYs6,갤s6,에스6,galaxys6,갤G920,G920,겔록시s6,갤락시s6,갤에스6,Galaxy,갤럭시,","출시일 : 15년 04월, 요약모델 : SM-G920, 펫네임 : 갤럭시 S6, 키워드 : SM-G920,갤럭시s6,GALAXYs6,갤s6,에스6,galaxys6,갤G920,G920,겔록시s6,갤락시s6,갤에스6,Galaxy,갤럭시,"
15년 04월,SM-G925,갤럭시 S6 엣지,"SM-G925,갤럭시s6엣지,GALAXYs6엣지,갤s6,에스6,galaxys6,갤G925,G925,겔록시s6,갤락시s6,갤에스6엣지,Galaxy,갤럭시,","출시일 : 15년 04월, 요약모델 : SM-G925, 펫네임 : 갤럭시 S6 엣지, 키워드 : SM-G925,갤럭시s6엣지,GALAXYs6엣지,갤s6,에스6,galaxys6,갤G925,G925,겔록시s6,갤락시s6,갤에스6엣지,Galaxy,갤럭시,"
15년 04월,SM-P550,갤럭시 탭 A With S Pen Wi-Fi,"갤럭시탭awifispen,탭apen,탭a에스펜,탭AS펜,탭AS펜와이파이,갤럭시탭AWithSPenwifi,SM-P550,탭P550,Galaxy,갤럭시,","출시일 : 15년 04월, 요약모델 : SM-P550, 펫네임 : 갤럭시 탭 A With S Pen Wi-Fi, 키워드 : 갤럭시탭awifispen,탭apen,탭a에스펜,탭AS펜,탭AS펜와이파이,갤럭시탭AWithSPenwifi,SM-P550,탭P550,Galaxy,갤럭시,"
15년 04월,SM-T550,갤럭시 탭 A,"갤탭A,TABA,갤TABA,taba,태블릿텝a,SM-T550,갤탭a,갤럭시tabA,Galaxy,갤럭시,","출시일 : 15년 04월, 요약모델 : SM-T550, 펫네임 : 갤럭시 탭 A, 키워드 : 갤탭A,TABA,갤TABA,taba,태블릿텝a,SM-T550,갤탭a,갤럭시tabA,Galaxy,갤럭시,"
15년 04월,SM-T365,갤럭시 탭 액티브,"갤럭시탭액티브,탭액티브,tabactive,TABactive,갤럭시active,Galaxy,갤럭시,","출시일 : 15년 04월, 요약모델 : SM-T365, 펫네임 : 갤럭시 탭 액티브, 키워드 : 갤럭시탭액티브,탭액티브,tabactive,TABactive,갤럭시active,Galaxy,갤럭시,"
15년 01월,SM-A500,갤럭시 A5,"a500,SMa500,a5,갤럭시a5,Galaxya5,GalaxyA5,Galaxy,갤럭시,","출시일 : 15년 01월, 요약모델 : SM-A500, 펫네임 : 갤럭시 A5, 키워드 : a500,SMa500,a5,갤럭시a5,Galaxya5,GalaxyA5,Galaxy,갤럭시,"
15년 01월,SM-A700,갤럭시 A7,"A700,SMA700,A7,갤럭시A7,GalaxyA7,GalaxyA7,Galaxy,갤럭시,","출시일 : 15년 01월, 요약모델 : SM-A700, 펫네임 : 갤럭시 A7, 키워드 : A700,SMA700,A7,갤럭시A7,GalaxyA7,GalaxyA7,Galaxy,갤럭시,"
15년 01월,SM-G720,갤럭시 그랜드 맥스,"갤럭시그랜드맥스,그랜드맥스,그랜드MAX,갤그랜드맥스,smg720,Galaxy,갤럭시,","출시일 : 15년 01월, 요약모델 : SM-G720, 펫네임 : 갤럭시 그랜드 맥스, 키워드 : 갤럭시그랜드맥스,그랜드맥스,그랜드MAX,갤그랜드맥스,smg720,Galaxy,갤럭시,"
15년 01월,SM-N916,갤럭시 노트4 S-LTE,"노트4s-lte,갤럭시노트4lte,note4,갤노트4lte,GalaxyNote4S-LTE,Galaxy,갤럭시,","출시일 : 15년 01월, 요약모델 : SM-N916, 펫네임 : 갤럭시 노트4 S-LTE, 키워드 : 노트4s-lte,갤럭시노트4lte,note4,갤노트4lte,GalaxyNote4S-LTE,Galaxy,갤럭시,"
14년 12월,SM-N915,갤럭시 노트 엣지,"노트엣지,갤럭시노트엣지,note엣지,갤노트엣지,GalaxyNote엣지,Galaxy,갤럭시,","출시일 : 14년 12월, 요약모델 : SM-N915, 펫네임 : 갤럭시 노트 엣지, 키워드 : 노트엣지,갤럭시노트엣지,note엣지,갤노트엣지,GalaxyNote엣지,Galaxy,갤럭시,"
14년 10월,SM-R750,기어 S,"smr750,기어s,갤럭시기어s,기어s,갤럭시기어s,기어s,Galaxy,갤럭시,","출시일 : 14년 10월, 요약모델 : SM-R750, 펫네임 : 기어 S, 키워드 : smr750,기어s,갤럭시기어s,기어s,갤럭시기어s,기어s,Galaxy,갤럭시,"
14년 10월,SM-T805,갤럭시 탭 S 10.5 광대역 LTE-A,"sm-t805,탭s10.5,Galaxy,갤럭시,","출시일 : 14년 10월, 요약모델 : SM-T805, 펫네임 : 갤럭시 탭 S 10.5 광대역 LTE-A, 키워드 : sm-t805,탭s10.5,Galaxy,갤럭시,"
14년 09월,SM-G850,갤럭시 알파,"smg850,갤럭시알파,삼성갤럭시알파,Galaxy,갤럭시,","출시일 : 14년 09월, 요약모델 : SM-G850, 펫네임 : 갤럭시 알파, 키워드 : smg850,갤럭시알파,삼성갤럭시알파,Galaxy,갤럭시,"
14년 09월,SM-N910,갤럭시 노트4,"노트4,갤럭시노트4,note4,갤노트4,GalaxyNote4,Galaxy,갤럭시,","출시일 : 14년 09월, 요약모델 : SM-N910, 펫네임 : 갤럭시 노트4, 키워드 : 노트4,갤럭시노트4,note4,갤노트4,GalaxyNote4,Galaxy,갤럭시,"
14년 07월,SM-T700,갤럭시 탭 S 8.4,"탭s8.4,태블릿s8.4,smt700,갤럭시탭S8.4,Galaxy,갤럭시,","출시일 : 14년 07월, 요약모델 : SM-T700, 펫네임 : 갤럭시 탭 S 8.4, 키워드 : 탭s8.4,태블릿s8.4,smt700,갤럭시탭S8.4,Galaxy,갤럭시,"
14년 07월,SM-T800,갤럭시 탭 S 10.5,"탭s10.5,태블릿s10.5,smt800,갤럭시탭S10.5,Galaxy,갤럭시,","출시일 : 14년 07월, 요약모델 : SM-T800, 펫네임 : 갤럭시 탭 S 10.5, 키워드 : 탭s10.5,태블릿s10.5,smt800,갤럭시탭S10.5,Galaxy,갤럭시,"
14년 07월,SM-T330,갤럭시 탭4 8.0 Wi-Fi,"갤탭48.0와이파이,태블릿48.0WIFI,탭48.0와파,smt330,Galaxy,갤럭시,","출시일 : 14년 07월, 요약모델 : SM-T330, 펫네임 : 갤럭시 탭4 8.0 Wi-Fi, 키워드 : 갤탭48.0와이파이,태블릿48.0WIFI,탭48.0와파,smt330,Galaxy,갤럭시,"
14년 07월,SM-T530,갤럭시 탭4 10.1,"탭410.1,tab410.1,Galaxy,갤럭시,","출시일 : 14년 07월, 요약모델 : SM-T530, 펫네임 : 갤럭시 탭4 10.1, 키워드 : 탭410.1,tab410.1,Galaxy,갤럭시,"
14년 06월,SM-G906,갤러시 S5 광대역 LTE-A,"갤s5lte,smg906,G906,Galaxy,갤럭시,","출시일 : 14년 06월, 요약모델 : SM-G906, 펫네임 : 갤러시 S5 광대역 LTE-A, 키워드 : 갤s5lte,smg906,G906,Galaxy,갤럭시,"
14년 06월,SM-P905,갤럭시 노트 프로 12.2,"노트프로12.2,갤럭시노트프로12.2,note프로12.2,갤노트프로,GalaxyNote프로12.2,Galaxy,갤럭시,","출시일 : 14년 06월, 요약모델 : SM-P905, 펫네임 : 갤럭시 노트 프로 12.2, 키워드 : 노트프로12.2,갤럭시노트프로12.2,note프로12.2,갤노트프로,GalaxyNote프로12.2,Galaxy,갤럭시,"
14년 06월,SM-T335,갤럭시 탭4 8.0 LTE,"갤탭48.0lte,태블릿48.0,탭48.0LTE,smt335,Galaxy,갤럭시,","출시일 : 14년 06월, 요약모델 : SM-T335, 펫네임 : 갤럭시 탭4 8.0 LTE, 키워드 : 갤탭48.0lte,태블릿48.0,탭48.0LTE,smt335,Galaxy,갤럭시,"
14년 05월,SM-T255,갤럭시 W,"갤럭시w,갤럭시더블유,sm-t255,Galaxy,갤럭시,","출시일 : 14년 05월, 요약모델 : SM-T255, 펫네임 : 갤럭시 W, 키워드 : 갤럭시w,갤럭시더블유,sm-t255,Galaxy,갤럭시,"
14년 03월,SM-G900,갤럭시 S5,"SM-G900,갤럭시s5,GALAXYs5,갤s5,에스5,galaxys5,갤G900,G900,겔록시s5,갤락시s5,갤에스5,Galaxy,갤럭시,","출시일 : 14년 03월, 요약모델 : SM-G900, 펫네임 : 갤럭시 S5, 키워드 : SM-G900,갤럭시s5,GALAXYs5,갤s5,에스5,galaxys5,갤G900,G900,겔록시s5,갤락시s5,갤에스5,Galaxy,갤럭시,"
14년 03월,SM-G710,갤럭시 그랜드2,"그랜드2,갤그랜드2,G710,SM-G710,Galaxy,갤럭시,","출시일 : 14년 03월, 요약모델 : SM-G710, 펫네임 : 갤럭시 그랜드2, 키워드 : 그랜드2,갤그랜드2,G710,SM-G710,Galaxy,갤럭시,"
14년 02월,SM-N750,갤럭시 노트3 네오,"노트3네오,NOTE3네오,갤노트네오,GalaxyNote3네오,Galaxy,갤럭시,","출시일 : 14년 02월, 요약모델 : SM-N750, 펫네임 : 갤럭시 노트3 네오, 키워드 : 노트3네오,NOTE3네오,갤노트네오,GalaxyNote3네오,Galaxy,갤럭시,"
14년 02월,SM-T320,갤럭시 탭 프로,"탭프로,T320,sm-t320,갤탭프로,갤럭시 탭프로,Galaxy,갤럭시,","출시일 : 14년 02월, 요약모델 : SM-T320, 펫네임 : 갤럭시 탭 프로, 키워드 : 탭프로,T320,sm-t320,갤탭프로,갤럭시 탭프로,Galaxy,갤럭시,"
14년 01월,SM-P900,갤럭시 노트 프로,"노트프로,갤럭시노트프로,note프로,갤노트프로,GalaxyNote프로,P900,SM-P900,Galaxy,갤럭시,","출시일 : 14년 01월, 요약모델 : SM-P900, 펫네임 : 갤럭시 노트 프로, 키워드 : 노트프로,갤럭시노트프로,note프로,갤노트프로,GalaxyNote프로,P900,SM-P900,Galaxy,갤럭시,"
